Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
8284.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,Express,IPython / Jupyter
8287.0,HTML/CSS,Java,MongoDB,MySQL,Android,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
8288.0,Dart,Dart,Firebase,Firebase,Android,Android,Angular/Angular.js,React.js,Android Studio
8289.0,Assembly,Assembly,Elasticsearch,MySQL,MacOS,Docker,Angular/Angular.js,jQuery,Atom
8290.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Docker,Docker,React.js,Vue.js,Atom
8291.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
8296.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
8297.0,Python,Clojure,PostgreSQL,PostgreSQL,AWS,Linux,jQuery,Django,IPython / Jupyter
8298.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,ASP.NET,Angular/Angular.js,Notepad++
8299.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,jQuery,Django,Emacs
8301.0,C#,C#,MongoDB,MongoDB,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
8303.0,Bash/Shell/PowerShell,Go,Elasticsearch,Cassandra,Linux,Kubernetes,React.js,Django,IPython / Jupyter
8304.0,Java,Go,Elasticsearch,Elasticsearch,Docker,Docker,React.js,React.js,IntelliJ
8306.0,Java,Go,MySQL,MongoDB,Linux,Android,jQuery,Django,Atom
8308.0,Bash/Shell/PowerShell,C#,MariaDB,MariaDB,AWS,Docker,Angular/Angular.js,Drupal,PHPStorm
8309.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Linux,Docker,ASP.NET,Angular/Angular.js,Visual Studio
8314.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,Linux,Linux,Django,Spring,Eclipse
8319.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,Android,Express,Express,Visual Studio Code
8320.0,Bash/Shell/PowerShell,Dart,MySQL,PostgreSQL,Android,AWS,Angular/Angular.js,Vue.js,Android Studio
8321.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Firebase,Arduino,Arduino,jQuery,Angular/Angular.js,Sublime Text
8322.0,Assembly,Assembly,PostgreSQL,Elasticsearch,AWS,Android,Django,Django,Vim
8325.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,jQuery,React.js,IPython / Jupyter
8326.0,Java,Java,Oracle,Oracle,Docker,Linux,jQuery,React.js,Eclipse
8328.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Docker,Docker,jQuery,Flask,Atom
8329.0,C#,C#,MariaDB,MariaDB,Heroku,Heroku,Angular/Angular.js,Angular/Angular.js,NetBeans
8331.0,Java,Java,MySQL,MySQL,Linux,Linux,jQuery,jQuery,Notepad++
8332.0,HTML/CSS,Go,MySQL,Elasticsearch,AWS,AWS,jQuery,Laravel,PHPStorm
8334.0,JavaScript,JavaScript,MySQL,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Sublime Text
8336.0,Java,Python,MySQL,PostgreSQL,Docker,Docker,Django,Django,PyCharm
8340.0,Bash/Shell/PowerShell,HTML/CSS,MongoDB,MongoDB,Heroku,Android,ASP.NET,ASP.NET,Visual Studio
8342.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
8346.0,HTML/CSS,JavaScript,MySQL,DynamoDB,Linux,Arduino,jQuery,Angular/Angular.js,NetBeans
8347.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,SQLite,Docker,AWS,ASP.NET,React.js,RStudio
8348.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,Android,Android,Express,Express,Visual Studio Code
8350.0,HTML/CSS,HTML/CSS,PostgreSQL,Elasticsearch,Docker,Docker,Django,Django,IPython / Jupyter
8352.0,Bash/Shell/PowerShell,Dart,Firebase,Firebase,Android,Android,Django,Other(s):,Android Studio
8353.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Firebase,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
8354.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio
8356.0,C#,Swift,Microsoft SQL Server,PostgreSQL,iOS,iOS,jQuery,Angular/Angular.js,Visual Studio
8357.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Other(s):,Docker,Express,Express,Visual Studio Code
8358.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,Google Cloud Platform,jQuery,React.js,Atom
8360.0,C,JavaScript,MySQL,MySQL,AWS,AWS,Angular/Angular.js,Express,Sublime Text
8370.0,Bash/Shell/PowerShell,Java,Cassandra,Cassandra,Docker,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Eclipse
8371.0,C#,C#,Elasticsearch,MySQL,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
8374.0,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Slack,Docker,jQuery,ASP.NET,Visual Studio
8375.0,C++,Kotlin,DynamoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8376.0,C#,C#,Microsoft SQL Server,Cassandra,Docker,AWS,jQuery,Angular/Angular.js,IntelliJ
8379.0,C,C,SQLite,MongoDB,Linux,Docker,jQuery,React.js,Atom
8383.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,React.js,Android Studio
8386.0,Assembly,C,Firebase,DynamoDB,Android,Android,Angular/Angular.js,Django,Android Studio
8389.0,C++,C++,MySQL,MySQL,iOS,iOS,jQuery,React.js,Notepad++
8390.0,JavaScript,JavaScript,MySQL,PostgreSQL,AWS,AWS,React.js,React.js,IntelliJ
8397.0,Bash/Shell/PowerShell,JavaScript,Elasticsearch,Elasticsearch,Arduino,Arduino,Django,Django,PyCharm
8400.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Docker,Docker,Express,Express,Visual Studio Code
8404.0,C#,WebAssembly,Microsoft SQL Server,PostgreSQL,Android,Linux,Angular/Angular.js,React.js,Notepad++
8406.0,Java,Python,Cassandra,PostgreSQL,Docker,Docker,Angular/Angular.js,Spring,IntelliJ
8408.0,C++,C++,PostgreSQL,Couchbase,AWS,Docker,Flask,Flask,Emacs
8410.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
8414.0,Bash/Shell/PowerShell,C#,MariaDB,Cassandra,Linux,Android,Django,Angular/Angular.js,Emacs
8416.0,HTML/CSS,Kotlin,Firebase,Oracle,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
8417.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
8419.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,jQuery,React.js,IPython / Jupyter
8420.0,Java,R,Elasticsearch,Elasticsearch,AWS,Docker,jQuery,jQuery,Sublime Text
8421.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Microsoft Azure,Arduino,ASP.NET,Other(s):,Visual Studio
8422.0,JavaScript,JavaScript,MySQL,MySQL,AWS,WordPress,Express,Express,PHPStorm
8423.0,Bash/Shell/PowerShell,C++,MongoDB,Couchbase,Docker,Linux,React.js,React.js,Atom
8424.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Oracle,Linux,Linux,jQuery,React.js,Eclipse
8425.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Other(s):,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Notepad++
8426.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
8427.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
8428.0,HTML/CSS,C++,Firebase,Firebase,AWS,Raspberry Pi,Angular/Angular.js,Angular/Angular.js,Vim
8429.0,C#,C#,Elasticsearch,Elasticsearch,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
8431.0,C#,C#,Microsoft SQL Server,Couchbase,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
8433.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Linux,jQuery,React.js,Eclipse
8436.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
8438.0,C#,C#,Firebase,MongoDB,Docker,Docker,Angular/Angular.js,ASP.NET,Notepad++
8439.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,Android Studio
8440.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
8441.0,Bash/Shell/PowerShell,Go,MySQL,MongoDB,AWS,Google Cloud Platform,Express,Vue.js,IntelliJ
8442.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Linux,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
8443.0,C#,C#,MongoDB,MongoDB,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
8444.0,Assembly,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,AWS,Drupal,Angular/Angular.js,Sublime Text
8446.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MariaDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
8447.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Arduino,Arduino,Django,Django,Vim
8450.0,Bash/Shell/PowerShell,C++,MariaDB,PostgreSQL,AWS,Android,Angular/Angular.js,React.js,Eclipse
8451.0,Java,Dart,MySQL,Elasticsearch,AWS,Android,Ruby on Rails,Angular/Angular.js,Atom
8452.0,C#,Bash/Shell/PowerShell,MongoDB,MongoDB,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
8456.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Django,IntelliJ
8457.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,Microsoft Azure,Android,jQuery,React.js,Visual Studio
8459.0,JavaScript,JavaScript,MongoDB,Elasticsearch,AWS,Heroku,Angular/Angular.js,Django,Visual Studio Code
8460.0,Dart,C++,SQLite,SQLite,Android,Android,jQuery,React.js,Android Studio
8463.0,Bash/Shell/PowerShell,Assembly,Firebase,Firebase,Docker,AWS,Express,Vue.js,Visual Studio
8467.0,Go,C#,MySQL,Firebase,Linux,Linux,React.js,React.js,Visual Studio Code
8469.0,C#,C#,Microsoft SQL Server,MySQL,Android,Android,ASP.NET,React.js,Visual Studio
8471.0,HTML/CSS,Clojure,Elasticsearch,PostgreSQL,Docker,Linux,Angular/Angular.js,React.js,IntelliJ
8472.0,HTML/CSS,JavaScript,PostgreSQL,DynamoDB,Android,AWS,Django,React.js,Emacs
8475.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,AWS,Linux,ASP.NET,ASP.NET,IntelliJ
8476.0,C,C,SQLite,PostgreSQL,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Eclipse
8481.0,HTML/CSS,JavaScript,Firebase,Firebase,Android,AWS,Express,Express,Visual Studio Code
8482.0,C,Assembly,MongoDB,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8483.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,AWS,AWS,ASP.NET,ASP.NET,Vim
8484.0,HTML/CSS,HTML/CSS,Elasticsearch,Cassandra,Docker,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
8485.0,Ruby,C#,PostgreSQL,MySQL,Linux,Linux,Ruby on Rails,ASP.NET,Sublime Text
8486.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Docker,Docker,jQuery,Django,Atom
8493.0,HTML/CSS,Erlang,MariaDB,MariaDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,NetBeans
8494.0,C,C,Firebase,Cassandra,AWS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8496.0,Go,Go,Elasticsearch,MySQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,PHPStorm
8500.0,C++,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,jQuery,jQuery,Atom
8502.0,C,C,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
8503.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
8504.0,Bash/Shell/PowerShell,Dart,DynamoDB,SQLite,AWS,AWS,jQuery,React.js,PHPStorm
8505.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,AWS,AWS,Angular/Angular.js,jQuery,Atom
8506.0,Bash/Shell/PowerShell,Python,Microsoft SQL Server,PostgreSQL,Docker,Docker,Flask,Flask,IPython / Jupyter
8507.0,Assembly,C++,PostgreSQL,PostgreSQL,AWS,Linux,Express,React.js,Vim
8511.0,C#,Rust,Microsoft SQL Server,MySQL,Windows,AWS,Angular/Angular.js,Angular/Angular.js,NetBeans
8513.0,Bash/Shell/PowerShell,C,PostgreSQL,PostgreSQL,Linux,Linux,Flask,Flask,Emacs
8518.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
8519.0,HTML/CSS,C++,MySQL,PostgreSQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
8522.0,HTML/CSS,Java,Microsoft SQL Server,Cassandra,Windows,Android,jQuery,React.js,Visual Studio
8523.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,ASP.NET,ASP.NET,Visual Studio
8525.0,C#,C#,MySQL,MySQL,Linux,Linux,Express,Angular/Angular.js,Notepad++
8526.0,Java,Dart,MariaDB,Cassandra,Android,Android,Express,Express,Android Studio
8527.0,Bash/Shell/PowerShell,C++,MySQL,PostgreSQL,Android,Android,Angular/Angular.js,Django,Sublime Text
8529.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Express,Express,Visual Studio Code
8530.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,SQLite,Arduino,Arduino,Flask,Flask,Atom
8535.0,C,C,PostgreSQL,PostgreSQL,AWS,AWS,Express,Express,Sublime Text
8536.0,C#,C++,MySQL,Cassandra,AWS,AWS,Spring,Other(s):,IntelliJ
8537.0,C#,C#,Oracle,Elasticsearch,Linux,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
8538.0,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Linux,jQuery,React.js,Eclipse
8539.0,HTML/CSS,Java,Microsoft SQL Server,MySQL,Linux,Docker,Spring,Spring,IntelliJ
8540.0,Bash/Shell/PowerShell,C++,Firebase,Firebase,Docker,Docker,Express,Express,IntelliJ
8541.0,C#,Elixir,MongoDB,PostgreSQL,AWS,AWS,React.js,React.js,Sublime Text
8542.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Docker,Vue.js,Vue.js,Visual Studio Code
8545.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Couchbase,Android,Android,Express,Express,Visual Studio Code
8546.0,HTML/CSS,HTML/CSS,Firebase,Elasticsearch,Other(s):,Other(s):,jQuery,Other(s):,IntelliJ
8547.0,PHP,PHP,MySQL,MySQL,WordPress,WordPress,jQuery,Laravel,IntelliJ
8548.0,JavaScript,Go,Firebase,DynamoDB,AWS,AWS,Express,Express,Visual Studio Code
8549.0,Assembly,C,MongoDB,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8551.0,C#,Elixir,MongoDB,Cassandra,Microsoft Azure,Arduino,Angular/Angular.js,Spring,IntelliJ
8552.0,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,AWS,Docker,Express,React.js,Visual Studio Code
8555.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8557.0,HTML/CSS,Dart,DynamoDB,Elasticsearch,AWS,AWS,jQuery,jQuery,Vim
8558.0,Bash/Shell/PowerShell,C++,Couchbase,Couchbase,Windows,Slack,Angular/Angular.js,Spring,Notepad++
8560.0,C#,Dart,Firebase,Firebase,Android,Android,ASP.NET,Spring,Android Studio
8562.0,Go,Go,Elasticsearch,Elasticsearch,AWS,AWS,React.js,Django,Atom
8563.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,jQuery,React.js,Atom
8567.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Arduino,ASP.NET,Angular/Angular.js,Sublime Text
8568.0,Bash/Shell/PowerShell,Clojure,Cassandra,Elasticsearch,Android,Kubernetes,Flask,React.js,IntelliJ
8569.0,Bash/Shell/PowerShell,Go,Firebase,Firebase,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
8572.0,Bash/Shell/PowerShell,JavaScript,DynamoDB,DynamoDB,AWS,Heroku,Laravel,Ruby on Rails,IntelliJ
8573.0,JavaScript,Go,Elasticsearch,Elasticsearch,Docker,AWS,Django,Django,Visual Studio Code
8575.0,HTML/CSS,HTML/CSS,Oracle,Elasticsearch,Linux,Linux,React.js,React.js,Atom
8576.0,C#,C#,Microsoft SQL Server,Cassandra,Raspberry Pi,Docker,Angular/Angular.js,React.js,Notepad++
8578.0,Bash/Shell/PowerShell,C,Firebase,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8583.0,Bash/Shell/PowerShell,C++,MongoDB,PostgreSQL,AWS,Arduino,Angular/Angular.js,React.js,Visual Studio Code
8584.0,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Arduino,Android,Flask,ASP.NET,IntelliJ
8589.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Windows,Docker,ASP.NET,Angular/Angular.js,Notepad++
8592.0,C#,Elixir,MongoDB,Microsoft SQL Server,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
8594.0,C#,C#,MySQL,PostgreSQL,Other(s):,Other(s):,Angular/Angular.js,Angular/Angular.js,Visual Studio
8595.0,Assembly,Dart,DynamoDB,DynamoDB,Android,Android,Django,Spring,Android Studio
8596.0,Java,C#,Oracle,MongoDB,Linux,Docker,Spring,Angular/Angular.js,Eclipse
8600.0,C++,C#,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
8603.0,HTML/CSS,Java,Elasticsearch,Cassandra,Android,AWS,Angular/Angular.js,Flask,Android Studio
8606.0,Assembly,Assembly,MariaDB,MariaDB,Android,Arduino,ASP.NET,Vue.js,Android Studio
8607.0,Java,JavaScript,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Django,Sublime Text
8608.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Arduino,Arduino,Express,Express,Visual Studio Code
8610.0,C++,C#,MySQL,PostgreSQL,Windows,Android,jQuery,React.js,Notepad++
8611.0,HTML/CSS,Go,MySQL,DynamoDB,AWS,AWS,jQuery,Django,PHPStorm
8613.0,HTML/CSS,Bash/Shell/PowerShell,MySQL,MongoDB,Docker,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
8614.0,C#,C#,MySQL,MySQL,Raspberry Pi,Android,ASP.NET,ASP.NET,Notepad++
8616.0,C,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8618.0,C,Dart,PostgreSQL,PostgreSQL,Heroku,iOS,Ruby on Rails,Django,Sublime Text
8619.0,Bash/Shell/PowerShell,Go,Firebase,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,React.js,Vim
8621.0,Java,Java,MySQL,MySQL,AWS,AWS,Spring,Angular/Angular.js,Eclipse
8623.0,Bash/Shell/PowerShell,Clojure,MySQL,PostgreSQL,Android,Android,React.js,React.js,Emacs
8624.0,C#,HTML/CSS,MariaDB,MongoDB,Android,Android,ASP.NET,Express,Sublime Text
8625.0,Bash/Shell/PowerShell,C#,Oracle,SQLite,Windows,Linux,ASP.NET,ASP.NET,Notepad++
8626.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,AWS,AWS,Angular/Angular.js,Express,IntelliJ
8627.0,HTML/CSS,Bash/Shell/PowerShell,PostgreSQL,Firebase,IBM Cloud or Watson,IBM Cloud or Watson,Angular/Angular.js,Angular/Angular.js,Atom
8630.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Docker,Android,jQuery,Other(s):,Atom
8631.0,C,JavaScript,Firebase,PostgreSQL,Android,Android,jQuery,React.js,Android Studio
8632.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Android,Docker,Angular/Angular.js,ASP.NET,Visual Studio Code
8634.0,Bash/Shell/PowerShell,C#,DynamoDB,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
8635.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,MariaDB,Linux,MacOS,ASP.NET,ASP.NET,Eclipse
8637.0,HTML/CSS,JavaScript,MySQL,MySQL,AWS,Heroku,Angular/Angular.js,React.js,Visual Studio Code
8639.0,Bash/Shell/PowerShell,Clojure,Elasticsearch,PostgreSQL,AWS,AWS,React.js,React.js,Emacs
8642.0,C#,C#,DynamoDB,Cassandra,AWS,AWS,ASP.NET,Express,Notepad++
8643.0,Java,Kotlin,Cassandra,PostgreSQL,Android,Android,Spring,Vue.js,Android Studio
8645.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Eclipse
8646.0,C#,C#,DynamoDB,PostgreSQL,AWS,Android,Angular/Angular.js,ASP.NET,IntelliJ
8649.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
8650.0,C++,C++,Cassandra,Elasticsearch,Linux,Linux,Django,Vue.js,Visual Studio Code
8651.0,C#,HTML/CSS,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Atom
8652.0,Go,Go,MongoDB,MongoDB,Docker,Docker,React.js,React.js,Atom
8653.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Raspberry Pi,Angular/Angular.js,Angular/Angular.js,PHPStorm
8654.0,Objective-C,Kotlin,Firebase,Firebase,iOS,Android,jQuery,React.js,Xcode
8655.0,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,Express,Express,Visual Studio Code
8662.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Docker,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
8663.0,Java,C,Cassandra,Cassandra,Linux,Android,jQuery,Angular/Angular.js,Eclipse
8664.0,C,Go,DynamoDB,DynamoDB,AWS,AWS,jQuery,React.js,Vim
8666.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
8670.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Docker,Angular/Angular.js,Flask,Android Studio
8672.0,Bash/Shell/PowerShell,HTML/CSS,Oracle,Elasticsearch,Android,Android,Angular/Angular.js,Express,Android Studio
8673.0,HTML/CSS,Java,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
8674.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Other(s):,Other(s):,Vue.js,Laravel,IntelliJ
8685.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Docker,AWS,Angular/Angular.js,Vue.js,Visual Studio Code
8688.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,Android,Docker,Angular/Angular.js,Django,Visual Studio Code
8689.0,HTML/CSS,JavaScript,Couchbase,PostgreSQL,Windows,Linux,Spring,Spring,Eclipse
8690.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Microsoft Azure,jQuery,React.js,Sublime Text
8691.0,C#,C#,MariaDB,MongoDB,Android,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
8698.0,HTML/CSS,HTML/CSS,MySQL,DynamoDB,Android,Arduino,jQuery,React.js,Visual Studio Code
8699.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
8705.0,Go,Bash/Shell/PowerShell,DynamoDB,Cassandra,AWS,Android,Express,React.js,Sublime Text
8708.0,Bash/Shell/PowerShell,JavaScript,Cassandra,Cassandra,AWS,AWS,Flask,Django,Android Studio
8709.0,C#,C#,Microsoft SQL Server,MongoDB,Windows,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
8712.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Express,Express,Visual Studio Code
8717.0,Java,Java,Couchbase,Couchbase,Kubernetes,Kubernetes,Spring,Other(s):,Eclipse
8718.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MariaDB,Linux,Android,ASP.NET,Angular/Angular.js,Eclipse
8721.0,HTML/CSS,HTML/CSS,MongoDB,Firebase,Android,Android,Express,React.js,Android Studio
8724.0,C++,C++,Microsoft SQL Server,Elasticsearch,Windows,Android,jQuery,React.js,Visual Studio
8726.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,AWS,AWS,Express,Express,PHPStorm
8727.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
8728.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Android,Angular/Angular.js,Angular/Angular.js,Vim
